F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
-4.8759,8.7477,2790.08,706.8,0.06,-6.5584,-1396.76,-22403.4,711.5,-0.2357,0,-117.375,10.832,0,-4229.22,1.0144,-16.85,-7.1376,1.547,-7722.18,13.08,False
-3.0462,11.157,1307.08,-682.3,2.06,-8.49,-1226.92,-22456.27,-1270.5,-0.4995,0,-113.925,8.65776,0,-2707.02,1.0236,-14.9791,-6.9129,0.5594,-5878.08,,False
-5.61,7.3878,1099.2,-504.8,0.06,-10.904,-1032.54,-22421.75,1254.36,-0.5559,1,-127.602,8.71346,1,-8047.92,3.292,-18.895,-7.1157,1.2517,-8238.78,,False
-4.5456,9.5781,755.52,-385,2.06,-9.158,-1460.1,-22462.65,1242.52,-1.1136,1,-137.64,8.632904,0,1480.98,2.14,-21.292,-6.43461,1.489,-7851.75,,True
-2.36913,11.712,870.08,-229.8,2.06,-8.3174,-1449.66,-22439.371,1056.14,-2.889,1,-115.458,9.7254,1,-5606.82,7.556,-12.217,-11.25,0.7586,-8728.78,16.72,True
-4.8915,8.391,1002.94,-285.7,0.06,-11.172,-1411.488,-22438.42,652.1,-1.911,1,-123.789,10.0242,1,4576.98,2.604,-12.339,-6.6567,1.2181,-7880.25,,True
-3.3006,7.3644,1340.68,-711.2,2.06,-8.0634,-464.94,-22455.92,905,-0.6319,1,-117.561,8.69592,1,-5808.45,2.201,-14.7442,-8.6514,0.5759,-6610.08,,False
-3.3498,7.2762,966.284,-545.4,0.06,-9.836,-1170.34,-22421.69,2032.9,-0.7689,0,-168.24,9.8682,0,-10429.02,1.4362,-14.1212,-6.6444,1.1759,-7843.37,,False
-2.6265,12.216,1015.66,-600.1,2.06,-7.5756,-1403.878,-22389.28,2718.1,-1.861,1,-104.88698,9.1428,0,-6594.12,0.9872,-9.429,-9.1896,1.0477,-8445.68,,False
-7.047,7.8153,680.88,-464.23,2.06,-7.4318,-1373.98,-22426.29,1056.48,-1.599,0,-114.513,9.2444,0,-5193.12,5.436,-15.5674,-9.1818,0.6444,-7460.68,,False
-5.742,8.4729,749.28,27.2,2.06,-7.0354,-1356.66,-22521.88,818.7,-1.294,1,-128.07,8.8572,0,-2857.02,3.5,-9.99,-7.6104,2.217,-7856.63,15.29,True
-2.12823,10.644,501.08,-279.8,0.06,-8.4036,-1526.56,-22691.65,1411.9,-1.0343,0,-126.417,9.5026,0,-5497.32,2.344,-20.268,-7.4127,1.1347,-8405.78,15.96,True
-8.742,8.268,1229.28,-763.3,2.06,-7.7396,-1050.54,-22443.964,1016.84,-0.3899,0,-149.58,8.63944,0,-5728.02,5.986,-11.118,-9.591,0.49229,-5425.08,,False
-3.4821,11.649,993.54,-216.4,0.06,-8.1936,-1473.32,-22426.32,1194.44,-0.6662,1,-111.36,8.6200908,1,-5914.56,3.248,-11.353,-7.8585,1.232,-8382.98,,False
-8.178,6.92427,-1541.32,146.4,2.06,-6.8352,-970.34,-22466.9,688.1,-0.2563,0,-123.177,10.1732,0,-412.02,2.1888,-15.926,-6.8487,1.2644,-8308.68,14.71,True
-3.7146,10.755,-977.92,245,2.06,-6.60098,-1474.02,-22417.14,1523.3,-0.2479,0,-139.32,8.70056,0,-4895.82,1.4776,-14.8688,-7.3119,1.955,-7853.23,14.68,False
-9.432,13.176,1557.08,-36.2,0.06,-7.1272,-1365.66,-22440.773,324.7,-0.4491,0,-179.82,11.074,1,-5387.22,1.9462,-9.532,-10.461,0.8842,-8697.28,16.66,True
-2.29812,7.11,1005.76,-379.77,0.06,-12.836,-923.54,-22437.286,946.14,-1.633,1,-126.201,9.4942,1,-5353.92,4.134,-14.62972,-8.7666,2.866,-8026.98,,False
-3.7371,7.02375,512.08,-578.8,0.06,-7.9312,149.46,-22490.59,949.62,-0.6836,1,-111.099,9.25,0,-5037.12,5.114,-14.9362,-8.9964,1.2476,-7824.87,,False
-9.099,10.8,925.2,-1389.7,2.06,-6.8062,-1305.88,-22457.66,1006.28,-0.9626,0,-105.753,9.0908,1,-3989.22,4.596,-26.77,-6.8646,1.0814,-7803.06,,False
-5.748,9.7152,1029.32,35.2,0.06,-7.1356,-1358.64,-22498.22,978.14,-0.8927,1,-121.296,8.65918,0,5323.98,8.72,-16.37,-6.5916,1.851,-7883.62,13.83,False
-5.073,11.07,-1187.32,-893.3,2.06,-7.3972,-1395.78,-22325.75,1254.54,-0.2676,1,-116.397,8.642,0,-6045.753,3.938,-13.522,-10.293,0.6771,-6728.08,15.5,True
-2.2785,8.1657,1277.88,-1164.9,0.06,-6.9218,-1304.68,-22429.116,1257.58,-0.2497,1,-150.54,9.2568,0,-7229.82,3.664,-21.456,-7.8279,0.51051,-11966.08,,True
-4.0239,9.6966,1061,-323.39,2.06,-7.0624,-1341.76,-22470.33,844.3,-0.20817,0,-106.6644,9.0036,0,-5497.02,2.844,-12.555,-11.493,1.674,-7699.68,14.79,False
-3.5373,7.3842,-863.12,-208.3,0.06,-7.5206,-1269.58,-22421.22,964.2,-0.2872,0,-118.773,8.76526,0,-2020.02,6.328,-22.249,-7.2813,1.0201,-7777.88,,False
-3.1497,8.6751,692.08,-1244.1,0.06,-6.9386,-1375.7,-22398.15,1477.9,-1.443,1,-120.984,9.1802,0,-6293.34,2.167,-14.66668,-10.947,1.371,-8315.98,15.72,True
-4.2978,9.6246,1258.68,-351.99,2.06,-7.875,-1393.16,-22511.99,1016.32,-0.3157,1,-141.27,8.69702,1,-5728.92,2.4284,-17.601,-10.416,0.50981,-7947.48,14.85,False
-3.8151,11.709,573.28,-880,0.06,-7.2994,-1396.08,-22466.62,1390.9,-1.06,0,-129.975,11.556,0,-6112.29,2.2386,-12.025,-19.044,1.638,-8181.58,,True
-7.167,11.811,799.62,-946.1,2.06,-7.012,-1379.06,-22396.71,1240,-1.1234,1,-129.249,8.81126,1,-5991.9,1.8094,-11.447,-10.158,1.0411,-8026.98,,True
-6.831,11.712,1012.7,-389.91,2.06,-11.596,-1371.94,-22417.9,750.7,-0.7304,1,-139.53,12.882,1,-3526.32,2.233,-19.447,-7.3122,2.538,-7849.62,,False
-2.7534,7.1706,-150.92,-1188.4,0.06,-6.8708,-1177.14,-22582.25,2474.1,-0.3258,0,-105.4011,9.3536,0,-6040.917,0.978,-9.69,-7.5342,1.445,-7853.3,,False
-2.646,8.0535,969.734,-391.75,2.06,-11.966,-1237.9,-22419.32,867.1,-1.38,0,-163.8,9.2788,1,-3773.52,3.22,-17.048,-7.5159,0.6069,-7037.78,14.6,False
-3.2052,8.7813,892.52,-722.5,2.06,-7.5438,-1339.72,-22421.36,1199.3,-0.9148,1,-117.303,8.65086,1,-6076.749,3.748,-11.065,-13.812,1.187,-7689.68,,True
-2.7786,6.92154,841.32,-194.8,2.06,-7.7272,-4537.54,-22284.55,3219.5,-1.38,1,-180.27,9.6092,0,-6113.79,1.098,-17.467,-10.041,2.372,-7898.864,13.11,False
-3.1281,13.401,-987.52,182.4,0.06,-6.6328,-1452.14,-22821.35,1154.46,-0.2941,1,-142.89,8.631942,1,-5939.64,4.906,-10.035,-15.663,3.511,-7946.79,14.6,True
-4.0161,9.852,1003.62,-355.98,2.06,-9.742,-1448.38,-22487.86,1314.7,-0.6549,1,-110.859,9.0216,0,-6057.507,1.4892,-19.551,-11.586,0.9409,-8772.98,15.5,False
-2.14959,7.7505,-2733.32,-810.3,2.06,-8.53,-575.34,-22425.39,823.3,-0.20931,0,-155.49,8.78482,0,-5698.92,2.866,-11.366,-11.682,2.534,-7801.32,14.33,False
-2.154,12.303,555.28,-675.4,0.06,-7.6452,-1333.36,-22511.14,826.9,-0.8504,1,-161.82,8.76702,1,-5679.72,2.8,-21.312,-12.069,0.9545,-8245.78,,True
-2.5113,8.622,532.08,-428.22,0.06,-9.858,-1363.48,-22485.88,902.08,-0.7163,1,-193.05,10.0506,1,-5759.22,1.2862,-14.8713,-13.68,1.873,-7772.28,,True
-7.023,7.9869,201.08,25,2.06,-7.2352,-1759.34,-22421.62,1215.08,-0.526,1,-259.65,8.71522,1,-5482.02,3.908,-19.557,-7.4463,3.164,-8060.58,15.28,True
-4.9056,9.3168,776.18,-867.8,2.06,-7.075,-1382,-22461.82,1366.7,-1.746,1,-118.947,9.6038,1,-6125.76,1.908,-7.186,-9.585,1.0076,-8439.68,,True
-2.32632,7.1202,715.48,-430.79,2.06,-9.592,-380.54,-22471.68,-461.5,-1.917,1,-169.32,9.2808,1,-4666.92,1.235,-14.65519,-9.0414,0.6791,-8704.68,15.87,True
-3.2136,8.9577,886.4,-2368.2,0.06,-6.664,-1141.34,-22433.125,609.3,-3.151,0,-110.727,8.9874,0,-5805.3,1.8396,-18.534,-11.781,0.9854,-8516.98,,True
-2.277,9.4236,2198.48,-532.1,0.06,-11.14,-1141.94,-22459.02,993.72,-0.2803,0,-156.99,8.75996,1,-3081.42,6.286,-22.711,-6.6657,1.776,-7655.58,,False
-3.4944,16.161,907.06,-322.13,0.06,-6.9862,-1425.348,-22440.934,1182.42,-0.3977,1,-117.243,9.6514,1,-6056.829,3.416,-27.54,-16.983,3.567,-7978.9,13.41,False
-9.033,12.201,1389.08,-594.3,2.06,-10.252,-1252.06,-22428.575,900.98,-0.7679,0,-117.216,9.7066,1,-4882.02,4.172,-22.052,-7.4136,0.6905,-6099.08,,False
-2.29203,8.1108,837.8,459.5,2.06,-6.8836,-1386.58,-22448.39,730.1,-0.9897,1,-138.27,12.906,0,-112.02,2.778,-7.56,-6.9603,4.406,-7891.041,,True
-6.399,7.9059,4.68,101.7,2.06,-6.54258,-1383.16,-22437.258,829.1,-0.4846,1,-106.3776,8.64204,0,52.98,1.5722,-15.955,-6.642,0.5343,-9963.08,,True
-6.786,8.2422,908.52,-498.62,2.06,-12.666,-1227.26,-22420.4,1359.7,-1.0831,0,-137.94,9.2304,1,-6731.22,2.4836,-13.774,-7.941,1.977,-7851.38,14.9,False
-2.27787,9.756,939.806,-470.47,0.06,-8.466,-1386.44,-22515.11,1320.1,-2.78,1,-141.39,8.626576,1,-6206.4,1.4926,-20.983,-6.8478,0.886,-8499.88,,True
-2.6247,7.2588,822.7,-729.9,0.06,-7.5906,-1059.74,-22468.89,2178.5,-1.412,0,-120.264,11.224,1,-5985.63,0.9486,-15.0079,-8.6763,2.787,-7870.58,13.79,False
-2.20725,9.4371,279.68,-574.9,0.06,-11.052,-1137.14,-22429.219,888.18,-0.5269,0,-157.5,9.5372,1,-1072.02,2.974,-11.335,-6.6066,2.158,-7790.78,13.82,False
-6.045,8.5635,-531.72,-928.3,0.06,-6.8188,-1381.38,-22451.73,1419.9,-0.2761,1,-141.81,9.8526,1,-5942.73,1.5154,-16.446,-6.44679,1.2315,-8249.88,,True
-2.7564,16.539,828.48,-676.7,2.06,-8.0678,-1405.624,-22569.45,1613.7,-2.985,1,-119.088,8.62493,1,-5974.11,1.528,-6.625,-9.1656,1.1921,-7751.08,17.23,True
-2.20761,12.069,-97.92,-328.22,2.06,-7.6344,-1456.82,-22451.27,1130.36,-0.4079,0,-116.151,9.836,0,-4843.62,7.466,-17.733,-6.9234,0.5536,-9477.08,15.86,True
-5.802,9.819,971.292,-634.5,0.06,-8.1408,-1267.22,-22426.997,354.5,-0.3459,1,-118.386,10.0564,1,-5578.32,1.0304,-15.3831,-8.4855,0.6077,-7523.38,15.18,False
-2.25234,7.1784,543.88,-329.91,0.06,-9.262,-1532.06,-22487.82,766.5,-0.8088,0,-138.9,8.6201284,0,-5326.02,1.5246,-17.328,-10.266,0.809,-7936.06,,False
-4.0929,12.918,103.08,-1505.2,2.06,-6.9016,-1316.5,-22480.54,827.7,-0.5825,0,-114.687,9.32,1,-5204.22,3.054,-13.8976,-8.4852,1.2979,-8310.18,,True
-7.578,14.361,1099.18,-442.94,0.06,-7.7412,-1408.712,-22444.61,1733.5,-1.153,1,-110.601,8.636678,0,-5832.63,0.9524,-13.138,-7.389,1.0325,-7814.23,,False
-4.1094,11.76,556.28,-238.2,0.06,-7.339,-1388.48,-22443.101,725.9,-0.9392,1,-112.548,8.66214,1,-5308.62,2.6186,-6.352,-11.913,3.059,-7855.28,,True
-2.544,7.8771,1306.48,-300.1,0.06,-7.0532,-1605.82,-22437.829,1970.5,-0.2923,0,-129.258,10.2444,0,-6718.32,1.3814,-12.143,-7.5498,0.8588,-8326.08,15.79,True
-5.742,12.537,412.28,-115.1,0.06,-7.6002,-1394.32,-22811.35,662.5,-0.8481,0,-115.662,8.7958,1,-5620.02,3.01,-16.81,-16.587,2.266,-8116.08,15.34,True
-4.161,8.8935,756.86,-800.9,0.06,-7.6032,-1139.14,-22434.947,740.7,-1.456,0,-131.325,9.3734,0,-4537.02,2.56,-15.3192,-8.115,1.0319,-7606.18,15.82,False
-4.1526,8.6682,-107.92,-336.31,2.06,-7.1294,-1359.64,-22457.65,689.1,-0.4199,1,-133.311,8.8766,0,-3250.92,1.5784,-9.447,-7.1367,1.0535,-8313.78,16.91,True
-3.2136,10.812,616.48,-391.3,0.06,-11.32,-1405.512,-22427.687,618.5,-1.172,1,-127.35,9.1464,1,-4170.42,1.31,-15.4891,-7.8945,0.6865,-7613.88,15.69,True
-3.63,10.569,1199.28,-345.4,2.06,-9.54,-1358.06,-22435.701,620.1,-0.9078,0,-115.605,9.5978,0,-5776.05,1.8912,-5.713,-12.249,1.585,-8197.58,17.19,True
-5.808,7.2225,997.92,-853.5,0.06,-7.3798,-641.74,-22444.747,1099.38,-0.5986,0,-154.59,12.794,0,-5960.28,2.395,-12.968,-10.26,2.186,-7805.12,16.38,False
-2.7249,11.685,891.16,-1056.3,2.06,-6.9922,-1376.18,-22419.83,1290.7,-0.3445,0,-105.09744,8.629668,0,-6642.72,2.4704,-12.034,-8.4762,0.48468,-13705.08,,True
-4.1112,7.308,154.48,-427.16,0.06,-8.968,-1018.54,-22456.52,317.1,-0.1886,0,-220.17,9.535,1,-5275.32,1.0298,-25.09,-7.9377,2.58,-8016.58,15.43,True
-2.964,10.563,983.44,-298.3,2.06,-9.014,-1492.26,-22411.23,1289.3,-0.908,1,-105.13782,9.7004,1,-3580.92,2.4384,-10.047,-6.6087,0.7207,-7604.28,15.47,False
-6.144,7.2885,872.6,-855.7,0.06,-7.3116,-409.74,-22418.49,985.48,-2.647,0,-113.109,9.0498,0,-5088.72,6.252,-9.898,-7.7472,1.96,-8144.08,,True
-4.1046,10.524,1450.48,-577,2.06,-8.576,-1367.02,-22447.83,1516.9,-0.264,0,-109.242,12.954,0,-6223.29,1.5916,-15.978,-10.14,4.662,-7873.03,14.13,False
-7.17,11.418,689.28,-552.3,2.06,-9.956,-1374.9,-22449.66,1271.94,-2.106,1,-117.339,9.2828,1,-5656.32,2.2452,-5.462,-8.0493,2.332,-7894.831,17.84,True
-5.808,7.01574,762.74,-574.2,0.06,-9.126,932.46,-22430.479,944.6,-1.559,0,-188.94,9.0212,1,-5386.32,6.054,-8.887,-10.638,1.763,-7811.46,,False
-3.5631,7.7691,760.1,-1689.2,0.06,-6.9168,-832.54,-22440.515,992.74,-1.587,1,-121.452,8.625634,1,-5135.82,3.876,-22.044,-6.9372,0.6571,-9354.08,14.54,True
-4.1823,10.419,1097.2,192.1,0.06,-6.855,-1455.76,-22430.025,1102.8,-0.9671,1,-218.34,8.8678,0,-5787.78,6.386,-26.56,-8.1417,1.793,-8069.58,16.72,True
-2.36217,9.891,1245.08,-207.9,2.06,-8.3068,-1463.26,-22452.54,1002.64,-0.5552,0,-206.7,8.895,0,-5807.82,1.578,-5.838,-12.606,2.168,-7928.43,13.8,False
-2.13222,7.554,749.48,-950.7,2.06,-7.4814,-1047.74,-22412.94,1342.7,-0.376,1,-113.175,8.76922,0,-7443.42,2.3408,-19.016,-6.8736,2.585,-7848.85,14.24,False
-3.8493,7.8987,950.872,-86.8,2.06,-6.7366,-1628.34,-22455.41,1760.3,-0.5453,0,-135.18,8.623978,0,-6300.6,1.5178,-9.919,-6.55821,1.3592,-7872.1,,False
-7.683,12.861,494.48,-363.38,0.06,-7.0894,-1360.74,-22416.08,101.9,-0.9309,0,-130.863,11.84,1,178.98,1.7038,-2.59,-7.1058,1.693,-7684.98,,False
-3.1311,10.113,713.88,-195.7,2.06,-8.4142,-1618.94,-22385.39,1242.7,-1.513,1,-110.967,9.0524,1,-5821.02,5.87,-14.9796,-9.843,1.0591,-7773.88,14.72,True
-8.814,6.99468,590.88,-5427.2,0.06,-6.5726,415.46,-22421.58,1689.9,-0.5769,0,-108.357,8.70148,0,-6202.71,1.2162,-10.487,-9.891,1.54,-7750.18,12.76,False
-2.36649,11.91,640.28,773.8,2.06,-6.5502,-1423.008,-22427.326,962.52,-1.584,0,-142.05,9.0108,0,-4716.72,3.204,-10.656,-8.4234,0.7698,-8672.98,14.09,True
-9.084,7.00815,1047.98,2190.8,2.06,-6.57132,-1579.58,-22416.29,774.1,-2.646,1,-121.866,8.7667,0,-5301.72,1.5232,-18.081,-8.0217,2.004,-8096.18,,False
-2.4429,8.4723,673.68,-372.98,2.06,-9.08,-1650.74,-22751.05,1156.1,-2.115,1,-114.429,10.3376,1,-5967.45,9.482,-12.974,-12.39,0.47564,-12481.08,,True
-3.8325,9.858,1263.48,-739.9,0.06,-7.2396,-1395.7,-22432.813,2447.9,-0.6679,0,-109.398,9.8638,1,-7332.42,1.148,-18.169,-7.9272,0.8272,-8664.18,16.15,True
-2.4615,9.963,540.88,-362.51,0.06,-11.15,-1515.62,-22421.25,1238.9,-0.4746,0,-123.354,8.70564,1,-5715.42,3.47,-14.9973,-10.491,2.514,-7723.88,13.19,False
-6.042,12.666,974.92,-373.06,0.06,-10.406,-1386.98,-22444.522,-769.7,-1.979,1,-205.83,9.5162,0,-4271.22,0.9146,-5.931,-7.2756,0.7058,-8921.08,15.26,True
-2.8179,8.2365,1539.48,-515.6,0.06,-8.914,-1342.64,-22455.31,1305.9,-0.3243,1,-131.592,8.62362,0,-6139.02,2.6586,-12.622,-14.979,2.696,-7847.19,,False
-3.5709,9.513,983.68,-516.6,2.06,-10.166,-1319.08,-22684.15,2002.7,-1.465,1,-127.731,8.9764,1,-6415.92,0.9796,-13.553,-7.3524,1.505,-7817.49,,False
-5.934,13.368,1073.46,22.5,0.06,-6.8286,-1398.324,-22440.804,985.84,-1.492,0,-133.992,8.65996,0,-5915.73,4.166,-12.471,-14.802,1.507,-8188.98,15.64,True
-5.76,7.2531,1205.08,-583.3,0.06,-8.88,-943.74,-22465.97,2638.7,-0.3763,1,-134.697,8.6200638,0,-7353.72,0.9728,-16.547,-7.539,3.105,-8003.78,,True
-5.241,13.155,1227.68,89.4,0.06,-6.7678,-1459.86,-22436.467,1347.5,-0.3104,0,-120.693,9.087,0,-6166.59,2.866,-17.696,-13.269,0.916,-8518.08,13.73,True
-3.4137,9.6843,-131.52,-120.6,2.06,-6.8696,-1398.116,-22474.31,64.1,-0.4487,1,-122.352,14.49,1,-2326.02,1.1016,-13.9288,-7.2111,0.9803,-7790.68,16.3,True
-3.3237,8.9232,971.9,-574,2.06,-8.78,-1102.14,-22434.341,313.5,-2.949,1,-110.121,8.68228,0,-4182.42,1.6776,-14.4425,-7.4199,0.5994,-7683.78,,False
-4.5759,12.369,1039.88,-383.76,2.06,-13.118,-1464.16,-22484.17,3435.5,-0.6327,1,-135.09,10.1334,0,-6107.94,0.9286,-11.15,-7.7289,1.3883,-7820.35,,False
-2.9607,7.01985,919.56,-785.2,2.06,-7.421,792.46,-22438.499,957.96,-1.491,1,-140.13,10.1256,1,-3876.72,6.028,-21.199,-7.2495,0.9796,-7844.32,13.88,False
-4.0611,9.3183,965.89,-508.6,0.06,-10.65,-1264.28,-22458.93,1074.05,-1.275,1,-184.26,12.792,0,-5942.58,3.374,-12.802,-10.704,0.8443,-7491.88,14.37,False
-5.631,6.93468,1318.28,-60.3,2.06,-6.9114,-1005.14,-22370.1,915.4,-0.7807,0,-124.728,9.9076,0,-5981.67,1.525,-14.897,-13.107,0.48286,-13085.08,,True
-2.9601,8.7498,126.88,-386.6,0.06,-8.83,-1358.92,-22429.265,937.18,-0.4446,0,-121.086,9.9482,1,-4737.72,3.364,-10.138,-8.6463,2.198,-7814.68,14.79,False
-2.4456,14.835,799.28,-316.99,2.06,-7.2264,-1447.08,-22578.75,1336.9,-2.366,1,-108.099,9.7412,1,-5919.36,2.2036,-13.397,-16.161,0.7208,-7563.68,15.33,True
-2.9622,13.668,-49.52,-625,0.06,-8.556,-1409.86,-22438.211,1193.56,-0.5709,1,-136.62,8.9948,0,-5947.53,5.8,-18.83,-7.788,2.205,-7806.95,14.5,False
-5.478,6.96867,1055.46,-585.5,2.06,-8.544,1254.46,-22414.22,628.3,-0.3485,0,-123.24,11.868,0,-5507.82,1.8196,-14.8498,-8.013,0.47707,-13399.08,14.21,True
-7.632,10.293,865.54,-952.3,2.06,-7.2524,-1341.88,-22436.826,1243.54,-0.7624,1,-150.75,9.0116,0,-6694.02,2.804,-15.139,-8.3346,2.415,-8099.08,14.86,False
-2.9895,9.6135,-5099.32,-404.56,2.06,-12.436,-1401.348,-22435.437,879.98,-0.18958,1,-111.93,9.9508,1,-5059.32,1.5416,-25.35,-8.9544,0.9029,-7707.88,15.75,True
-5.916,8.3613,1223.48,-74.6,0.06,-6.7272,-1355.78,-22468.7,581.1,-0.7835,1,-113.517,8.80204,0,-5476.92,1.0406,-21.327,-9.099,0.6701,-7149.08,15.62,False
-2.35431,7.2087,529.08,-248.3,0.06,-6.7918,-1942.74,-22433.871,3635.5,-0.9834,1,-126.321,8.628544,0,-5924.13,0.85954,-18.842,-10.596,1.959,-8061.28,,True
-6.813,7.02738,806.26,-861.9,2.06,-7.5152,1424.46,-22422.62,572.5,-1.913,0,-121.086,8.80554,1,-5154.12,2.754,-5.876,-10.479,1.654,-7746.48,,True
-3.9804,10.665,912.94,-440.27,2.06,-10.308,-1381.42,-22437.332,1055.78,-4.567,0,-107.925,10.1736,0,-3244.32,4.124,-14.9737,-7.0008,0.8467,-7230.78,14.62,False
-2.093655,10.332,646.28,-643.6,2.06,-8.2548,-1338.56,-22425.46,1279.7,-0.8854,1,-110.547,11.274,0,-5836.95,1.376,-17.263,-7.4625,2.408,-7960.47,16.69,True
-4.1523,8.3988,748.68,-380.88,2.06,-8.65,-1290.34,-22467.39,360.1,-1.732,0,-117.603,13.266,0,-1945.02,1.5226,-17.386,-7.0212,0.7429,-8797.88,,True
-3.828,7.452,826.8,-61.2,2.06,-6.8162,-1031.34,-22449.05,625.9,-2.466,1,-122.028,12.74,0,-1054.02,2.6148,-18.09,-6.9939,0.6729,-9540.08,,True
-4.6116,10.488,1010.58,-314.37,2.06,-7.066,-1356.8,-22467.52,692.3,-2.577,0,-112.488,8.9552,1,-4188.42,1.638,-23.514,-6.9105,1.787,-8127.68,14.82,False
-3.5991,13.725,526.08,-134.6,0.06,-8.3526,-1476.48,-22462.9,1125.34,-0.5295,1,-115.146,8.81452,1,-5471.82,4.116,-9.039,-9.1509,0.6373,-9185.08,,True
-5.34,7.3626,-2337.32,-439.3,0.06,-11.35,-993.34,-22492.35,909.32,-0.2442,1,-113.976,8.64966,0,-2536.02,2.954,-16.541,-7.0461,2.917,-7901.222,13.54,False
-7.512,11.628,732.68,-455.86,0.06,-7.7084,-1357.52,-22352.61,735.5,-1.844,0,-119.334,10.878,1,-1912.02,2.5078,-13.509,-6.999,0.5753,-9829.08,,True
-3.7836,15.9,409.68,-397.605,0.06,-9.482,-1431.226,-22461.66,1389.1,-0.7729,1,-112.566,8.74358,0,-5772.57,1.4574,-17.674,-10.53,2.93,-7955.35,,False
-4.5099,8.6988,694.08,-322.71,0.06,-9.892,-1590.7,-22462.77,1170.34,-1.1287,0,-202.26,10.2816,0,-5439.72,4.732,-17.416,-7.4295,0.5439,-10989.08,16.88,True
-2.14014,15.141,889.32,-425.58,0.06,-9.422,-1380.06,-22444.579,765.1,-3.439,1,-146.1,12.052,0,1648.98,2.5256,-9.612,-6.5859,0.9658,-8467.98,16.24,True
-3.0846,7.9389,963.102,-524.5,2.06,-10.266,-1197.34,-22456.39,1151.5,-1.885,0,-109.851,10.0962,0,-6836.52,5.628,-10.393,-7.1271,0.51897,-7192.18,14.97,False
-3.1788,7.2753,723.68,-1136.4,2.06,-7.2862,-220.74,-22468.94,547.9,-0.4009,0,-178.95,8.6209834,0,-5969.28,1.1332,-11.682,-8.6976,3.689,-7959.85,15.02,True
-2.25567,9.2199,1220.48,-734.2,0.06,-7.9818,-1139.54,-22428.933,249.5,-0.8462,0,-116.925,12.386,0,-5314.32,1.2752,-21.045,-7.8288,0.9737,-7541.68,14.89,False
-5.973,9.6528,715.08,-705.1,0.06,-7.763,-1397.976,-22426.786,1197.68,-1.235,1,-130.416,8.64154,0,-6085.476,5.424,-12.467,-9.735,2.016,-7786.58,14.9,False
-5.715,7.3239,-767.92,-328.19,2.06,-8.3036,-1359,-22447.82,995.42,-0.325,1,-111.27,8.7465,0,-1123.02,5.398,-14.3324,-6.9549,0.50858,-7403.58,14.82,True
-2.8887,9.1845,516.88,-1213.4,0.06,-6.9012,-1305.92,-22419.88,1092.552,-0.8425,0,-123.774,11.27,1,-4842.72,3.15,-13.9002,-6.8451,4.755,-7945.14,,False
-2.080272,18.336,842.46,-484.41,2.06,-12.442,-1399.354,-22428.875,1373.5,-4.415,1,-186.63,9.2502,0,-5914.83,1.5016,-21.022,-11.064,0.5371,-8427.28,,True
-7.23,16.869,-14.52,-108.4,0.06,-7.5758,-1395.66,-20897.65,828.7,-0.3487,0,-210.09,8.70404,1,6403.98,5.278,-18.567,-6.714,0.5523,-6875.08,,False
-2.3907,7.3695,1077.58,-1855.2,2.06,-6.55632,-432.54,-22454.18,12.3,-1.542,0,-121.209,8.79294,0,-5698.92,1.4292,-15.4211,-9.849,0.765,-9363.08,14.25,True
-5.223,7.1838,498.88,-510.5,2.06,-10.314,-1056.54,-22383.36,2031.7,-0.6015,0,-106.29,11.512,0,-6520.02,1.1358,-18.847,-7.7814,0.9172,-8374.08,14.29,True
-4.1829,11.424,829.98,-445.79,2.06,-7.6032,-1363.48,-22620.65,138.7,-0.8171,1,-114.798,16.92,0,-5759.52,1.086,-14.64146,-11.931,0.6143,-9261.08,,False
-5.928,8.331,1044.88,857.8,0.06,-6.7134,-1429.498,-22418.15,883.66,-0.7631,0,-174.51,9.1966,0,-3807.72,2.944,-8.992,-7.6203,1.67,-7806.6,,False
-3.8001,14.889,785.62,-1727.2,2.06,-6.61392,-1381,-22451.62,1006.64,-0.5898,1,-178.17,9.1306,1,-5683.62,2.6096,-20.395,-8.8761,1.1178,-8025.98,15.04,False
-4.6539,17.601,875.06,-382.56,0.06,-15.63,-1448.88,-22409.6,1987.1,-3.977,1,-107.0466,9.8776,0,-5997.12,1.2558,-8.047,-9.0762,2.721,-8091.28,16.98,True
-3.5172,8.5017,210.88,-581.2,2.06,-8.548,-1221.38,-22432.497,1013.64,-0.6212,0,-135.66,10.0782,1,-4183.32,4.042,-8.334,-7.2453,1.22,-7933.15,,True
-3.3426,8.7174,-2887.32,-240.3,0.06,-9.134,-1775.74,-22441.286,1474.7,-0.21396,0,-169.08,9.6816,0,-5959.68,2.886,-14.1993,-15.213,1.0313,-7710.38,15.95,False
-2.1357,7.01934,977,-262.2,2.06,-8.2372,-1866.14,-22556.25,1101.6,-2.038,0,-159.06,9.2884,0,-5500.02,2.954,-13.9809,-7.9473,2.69,-8002.28,,True
-7.668,8.643,-940.32,-394.739,2.06,-7.4554,-1520.3,-22459.08,1240.76,-0.2695,1,-157.86,8.627542,0,-6093.9,3.86,-17.642,-14.364,1.0366,-8593.28,16.44,True
